ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
37.96,67.7,85.04,173.16,Pear
45.91,73.53,88.01,165.97,Inverted Triangle
42.37,67.76,91.65,162.92,Hourglass
38.84,79.99,81.56,163.62,Rectangle
45.57,75.67,86.41,168.9,Rectangle
45.79,73.61,88.32,164.53,Inverted Triangle
41.32,68.71,91.71,162.94,Hourglass
47.09,61.58,95.47,162.76,Hourglass
43.59,86.56,84.37,166.47,Rectangle
38.89,70.62,90.73,164.34,Pear
44.86,66.32,95.54,154.46,Hourglass
44.44,66.42,92.45,159.83,Hourglass
41.05,85.0,80.68,163.57,Rectangle
37.97,72.17,100.52,162.85,Pear
44.67,77.33,83.78,172.75,Inverted Triangle
43.1,76.91,79.68,165.73,Rectangle
35.88,68.43,95.42,160.37,Pear
42.1,76.67,82.3,161.42,Rectangle
43.82,77.93,84.44,171.19,Inverted Triangle
43.85,81.72,80.74,169.46,Rectangle
43.4,63.94,93.45,168.2,Hourglass
38.25,70.6,94.46,159.0,Pear
45.7,78.37,91.73,170.76,Inverted Triangle
41.77,69.23,97.02,166.78,Hourglass
43.24,81.72,76.99,165.68,Rectangle
43.85,84.9,81.88,164.76,Rectangle
42.04,78.28,75.77,171.14,Rectangle
35.92,74.01,100.07,166.52,Pear
49.25,74.83,87.19,162.62,Inverted Triangle
42.91,70.76,90.45,169.73,Inverted Triangle
39.42,66.14,95.63,165.36,Pear
41.99,74.33,78.13,162.44,Rectangle
44.63,78.9,87.15,173.47,Inverted Triangle
38.54,71.46,95.64,168.67,Pear
37.01,70.69,95.09,165.54,Pear
42.18,63.72,94.57,161.3,Hourglass
39.56,77.74,75.08,169.66,Rectangle
41.92,82.59,82.47,163.95,Rectangle
40.99,80.95,83.81,168.13,Inverted Triangle
41.35,65.4,96.59,167.64,Hourglass
35.5,66.53,97.65,157.26,Pear
45.47,88.29,83.04,169.16,Rectangle
41.19,80.51,79.61,166.39,Rectangle
48.31,72.68,83.51,168.65,Inverted Triangle
45.98,75.81,83.45,174.23,Inverted Triangle
34.87,71.76,96.6,159.5,Pear
37.25,67.07,94.83,161.96,Pear
37.55,77.04,92.8,163.29,Pear
42.31,76.3,89.21,163.22,Inverted Triangle
37.89,72.09,94.99,169.09,Pear
45.67,78.8,85.94,166.92,Inverted Triangle
43.55,80.32,85.54,173.4,Rectangle
45.71,80.24,84.44,169.17,Inverted Triangle
46.02,74.07,86.22,160.72,Inverted Triangle
43.98,76.48,91.58,173.35,Inverted Triangle
38.05,66.96,90.86,159.58,Pear
37.55,68.79,89.33,161.65,Pear
39.14,66.41,96.4,164.47,Pear
42.77,60.18,92.48,166.85,Hourglass
44.04,81.05,79.98,163.76,Rectangle
41.65,79.28,85.62,164.04,Inverted Triangle
43.13,64.49,87.71,158.56,Hourglass
41.89,66.93,93.16,163.35,Hourglass
37.52,71.4,90.31,162.35,Pear
47.86,80.52,88.16,168.49,Inverted Triangle
43.79,66.83,90.07,164.58,Hourglass
45.33,61.6,92.77,161.3,Hourglass
44.95,79.33,87.59,169.0,Inverted Triangle
47.59,74.53,85.18,174.45,Inverted Triangle
47.87,74.91,85.45,170.6,Inverted Triangle
37.89,69.49,84.86,171.93,Pear
36.38,78.18,85.47,166.17,Rectangle
35.54,75.47,96.89,161.4,Pear
45.19,77.81,87.65,173.2,Inverted Triangle
41.49,76.83,81.8,167.66,Rectangle
43.23,70.91,89.7,170.51,Inverted Triangle
44.51,79.27,81.2,167.75,Rectangle
39.02,71.56,91.87,171.11,Pear
43.74,78.3,83.13,159.02,Rectangle
46.6,72.78,86.33,162.54,Inverted Triangle
46.58,75.43,88.64,165.45,Inverted Triangle
43.61,64.48,86.92,158.99,Hourglass
40.73,62.36,93.25,165.66,Hourglass
42.38,67.41,95.75,164.01,Hourglass
45.37,71.64,86.61,172.29,Inverted Triangle
37.6,66.89,98.31,167.84,Pear
46.17,66.41,86.84,166.03,Inverted Triangle
37.01,70.96,92.96,161.51,Pear
43.87,76.09,80.88,173.33,Rectangle
45.42,66.22,93.35,161.71,Hourglass
40.45,79.45,79.39,174.3,Rectangle
43.44,78.75,78.71,171.54,Rectangle
40.83,78.94,80.59,165.97,Rectangle
38.19,64.98,93.33,168.4,Hourglass
35.25,67.79,96.59,165.94,Pear
45.64,79.4,82.83,162.29,Rectangle
42.84,74.63,85.83,175.51,Rectangle
41.5,79.85,82.34,168.57,Rectangle
41.43,78.73,82.05,167.7,Rectangle
41.65,82.37,83.0,168.09,Rectangle
38.37,70.95,92.87,164.53,Pear
38.77,67.95,93.1,163.83,Pear
41.66,77.86,86.34,168.55,Rectangle
38.9,68.29,96.5,169.97,Pear
43.59,63.0,91.38,163.05,Hourglass
37.69,72.67,95.84,164.47,Pear
42.95,66.49,95.01,157.79,Hourglass
46.07,74.42,94.24,172.35,Inverted Triangle
39.35,80.63,82.34,171.51,Rectangle
46.3,69.74,99.1,165.42,Hourglass
44.68,81.52,78.22,176.07,Rectangle
44.44,62.29,95.85,164.26,Hourglass
39.98,64.89,93.62,158.49,Hourglass
35.51,67.34,92.18,165.72,Pear
41.05,63.77,92.84,164.65,Hourglass
40.74,78.67,89.52,170.89,Inverted Triangle
43.43,70.79,87.38,174.29,Inverted Triangle
46.33,77.37,92.05,169.96,Inverted Triangle
42.4,64.32,88.26,160.72,Hourglass
42.25,75.25,78.62,163.27,Rectangle
43.19,69.64,89.01,159.3,Hourglass
42.1,78.98,84.53,164.31,Inverted Triangle
37.54,69.55,96.06,171.32,Pear
41.4,69.92,97.93,162.94,Pear
46.69,80.36,85.02,169.24,Inverted Triangle
43.82,70.44,96.51,178.2,Inverted Triangle
36.74,68.19,92.99,173.67,Pear
42.4,82.3,81.96,162.24,Rectangle
40.04,78.07,94.26,157.42,Pear
45.78,79.33,89.55,167.12,Inverted Triangle
41.9,77.57,81.97,173.97,Rectangle
35.34,76.78,95.73,163.79,Pear
42.11,60.18,92.1,165.89,Hourglass
39.95,65.61,93.43,156.07,Pear
43.92,81.26,87.48,164.02,Rectangle
42.75,74.97,92.35,169.06,Inverted Triangle
43.33,74.96,87.3,167.24,Inverted Triangle
43.35,81.43,78.06,166.46,Rectangle
43.02,76.4,80.09,164.0,Rectangle
41.14,68.83,94.23,165.05,Pear
38.25,71.67,98.32,170.02,Pear
42.29,76.21,84.24,174.48,Rectangle
40.91,78.76,88.67,170.73,Inverted Triangle
43.38,72.46,87.23,166.59,Inverted Triangle
43.05,79.62,85.44,170.49,Rectangle
38.28,72.0,95.74,157.93,Pear
41.38,81.35,80.79,161.63,Rectangle
50.07,68.1,85.95,169.68,Inverted Triangle
44.83,77.33,85.81,162.22,Rectangle
40.15,61.76,94.36,165.63,Hourglass
49.41,78.19,86.34,168.54,Inverted Triangle
43.86,65.58,92.37,163.64,Hourglass
43.42,74.58,90.53,167.75,Inverted Triangle
40.96,84.31,88.68,166.45,Rectangle
45.04,71.45,85.34,169.54,Inverted Triangle
44.2,71.11,89.73,174.54,Inverted Triangle
40.59,85.69,82.01,164.09,Rectangle
41.4,78.65,80.0,157.57,Rectangle
36.66,68.51,96.06,167.78,Pear
37.32,73.93,98.18,161.42,Pear
40.52,79.31,83.58,167.34,Rectangle
41.55,70.02,85.77,166.32,Inverted Triangle
38.7,71.36,98.51,168.46,Pear
45.14,81.12,88.4,169.36,Inverted Triangle
37.21,66.77,97.52,166.83,Pear
43.0,74.29,92.79,172.36,Inverted Triangle
43.65,72.41,87.41,166.11,Inverted Triangle
41.35,78.46,81.59,169.83,Rectangle
42.92,73.23,90.02,169.79,Inverted Triangle
41.41,82.14,84.49,172.41,Rectangle
37.92,70.12,92.16,162.25,Pear
40.58,73.86,92.46,164.94,Inverted Triangle
43.18,61.58,92.67,164.08,Hourglass
38.35,71.9,96.54,168.63,Pear
43.02,68.24,95.63,173.18,Pear
44.51,71.76,88.43,175.32,Inverted Triangle
48.46,72.93,85.64,168.45,Inverted Triangle
36.94,71.68,94.43,165.9,Pear
37.19,68.22,91.49,161.54,Pear
42.98,76.77,83.25,162.31,Rectangle
42.55,71.02,87.07,169.91,Inverted Triangle
47.2,74.69,88.27,162.13,Inverted Triangle
39.53,71.7,88.61,161.53,Hourglass
44.29,71.38,85.2,167.38,Inverted Triangle
49.7,68.45,86.61,169.01,Inverted Triangle
44.47,71.06,86.23,169.0,Inverted Triangle
45.64,72.51,88.79,172.03,Inverted Triangle
41.64,83.28,84.36,162.59,Rectangle
36.61,66.71,94.55,178.82,Pear
40.41,70.1,93.25,154.89,Pear
48.65,74.3,86.51,169.67,Inverted Triangle
40.85,67.81,97.32,164.63,Pear
40.84,77.08,88.58,166.03,Inverted Triangle
47.38,73.28,87.24,172.95,Inverted Triangle
45.15,79.13,87.31,168.11,Inverted Triangle
42.96,64.3,93.2,167.34,Hourglass
38.77,69.34,92.39,164.17,Pear
41.42,64.17,94.81,160.38,Hourglass
44.14,76.2,89.74,167.65,Inverted Triangle
44.79,61.59,95.74,160.24,Hourglass
43.21,79.16,91.17,173.06,Inverted Triangle
49.81,64.96,88.93,166.91,Hourglass
39.02,68.77,94.24,165.14,Pear
40.34,65.06,98.29,166.5,Pear
44.28,79.87,85.72,175.15,Rectangle
45.79,66.96,86.77,166.26,Inverted Triangle
37.68,65.31,93.3,160.78,Pear
45.59,69.34,86.43,174.15,Inverted Triangle
42.76,80.26,81.24,161.06,Rectangle
41.41,68.54,94.58,167.7,Pear
43.07,66.23,93.9,157.04,Hourglass
44.48,76.82,88.42,168.39,Inverted Triangle
41.02,69.34,95.09,166.81,Pear
39.49,73.89,92.69,165.0,Pear
42.1,64.17,92.53,165.87,Hourglass
40.39,68.37,93.85,170.81,Pear
44.56,67.57,93.82,162.82,Hourglass
44.19,65.45,93.06,164.59,Hourglass
47.37,72.99,86.13,168.13,Inverted Triangle
43.15,68.47,90.65,161.12,Hourglass
43.07,71.29,90.15,170.98,Inverted Triangle
39.05,67.3,93.55,155.73,Pear
41.07,80.82,75.52,167.23,Rectangle
47.33,75.12,86.18,168.73,Inverted Triangle
38.28,67.86,96.92,165.3,Pear
38.74,76.22,91.54,162.19,Pear
40.65,84.4,82.29,163.98,Rectangle
41.18,83.67,80.73,162.73,Rectangle
42.46,67.88,88.55,160.82,Hourglass
45.38,87.79,83.6,170.49,Rectangle
41.8,75.41,77.84,169.79,Rectangle
42.08,73.43,90.01,168.07,Rectangle
38.72,67.57,96.15,165.86,Pear
42.78,79.9,79.97,160.89,Rectangle
37.88,77.52,92.93,161.91,Pear
43.89,84.24,76.06,164.16,Rectangle
43.68,63.67,96.12,170.63,Hourglass
49.31,68.28,85.71,170.14,Inverted Triangle
46.81,71.86,86.23,162.19,Inverted Triangle
43.22,64.12,98.09,160.94,Hourglass
41.25,77.33,85.89,171.27,Rectangle
43.91,75.86,90.21,173.68,Inverted Triangle
42.41,75.18,77.73,162.17,Rectangle
34.78,77.13,96.92,164.05,Pear
39.36,80.38,81.26,163.37,Rectangle
46.64,85.53,82.14,172.45,Rectangle
42.14,81.06,73.97,163.09,Rectangle
44.21,76.32,87.11,164.85,Inverted Triangle
46.5,74.01,90.76,171.86,Inverted Triangle
46.77,64.91,90.64,162.79,Hourglass
36.81,72.38,96.4,167.1,Pear
43.29,80.8,84.49,169.12,Rectangle
43.09,73.39,89.32,166.52,Inverted Triangle
40.8,78.92,88.81,170.98,Inverted Triangle
38.71,70.88,96.81,169.18,Pear
41.07,63.64,98.6,165.91,Hourglass
37.54,68.13,90.56,158.58,Pear
40.79,70.43,95.96,177.48,Hourglass
45.57,76.36,84.17,161.03,Rectangle
43.03,80.92,85.8,169.61,Rectangle
47.01,75.24,91.35,169.98,Inverted Triangle
44.42,76.69,88.76,166.8,Inverted Triangle
43.61,74.01,87.63,165.91,Inverted Triangle
45.37,76.43,88.68,168.3,Inverted Triangle
39.18,71.74,91.12,164.55,Pear
45.91,69.09,100.87,162.98,Hourglass
38.14,71.14,99.05,170.99,Pear
41.24,68.83,90.19,162.92,Hourglass
37.7,68.42,94.38,172.91,Pear
42.25,70.66,86.52,174.6,Inverted Triangle
41.74,62.92,94.4,164.43,Hourglass
34.45,72.14,96.86,159.39,Pear
40.3,62.46,96.83,167.17,Hourglass
37.22,66.24,90.85,158.39,Pear
41.3,76.6,87.05,165.76,Inverted Triangle
43.94,75.02,80.56,164.75,Rectangle
37.68,67.44,97.97,169.27,Pear
48.79,72.31,85.72,164.57,Inverted Triangle
45.89,82.37,82.74,163.0,Rectangle
44.37,82.46,83.07,168.91,Rectangle
43.84,84.26,83.15,174.07,Rectangle
40.67,80.71,80.71,160.59,Rectangle
41.41,69.79,85.14,166.51,Inverted Triangle
37.89,71.61,93.02,162.1,Pear
44.32,75.27,89.42,164.58,Inverted Triangle
42.22,66.63,94.04,160.72,Hourglass
48.86,71.67,83.32,170.28,Inverted Triangle
35.79,72.08,94.93,165.02,Pear
43.46,77.96,81.71,163.18,Rectangle
43.05,68.9,92.02,159.53,Hourglass
38.6,78.93,78.82,173.61,Rectangle
46.3,74.83,91.47,168.23,Inverted Triangle
45.04,78.01,86.05,167.45,Inverted Triangle
37.24,67.79,93.33,163.71,Pear
46.47,76.47,88.56,163.46,Inverted Triangle
43.73,81.35,79.07,166.77,Rectangle
45.1,71.96,91.92,162.86,Inverted Triangle
46.14,75.47,91.33,167.43,Inverted Triangle
45.02,83.17,84.17,166.74,Rectangle
36.91,66.27,93.48,162.97,Pear
38.63,78.84,78.38,172.94,Rectangle
45.43,76.16,94.56,163.78,Inverted Triangle
45.62,74.89,87.19,169.35,Inverted Triangle
43.49,68.08,88.18,158.85,Hourglass
39.04,79.9,81.82,165.3,Rectangle
41.22,63.49,94.98,160.63,Hourglass
48.27,78.19,90.35,165.28,Inverted Triangle
42.39,72.78,88.08,168.61,Rectangle
36.52,70.73,96.59,166.14,Pear
43.28,64.05,93.84,167.88,Hourglass
43.43,72.08,89.63,168.37,Inverted Triangle
46.67,73.19,86.95,159.43,Inverted Triangle
44.61,64.5,91.1,166.1,Hourglass
36.09,73.61,99.11,165.89,Pear
48.12,68.07,90.31,166.16,Hourglass
38.13,69.58,94.46,157.84,Pear
41.94,58.23,91.07,166.79,Hourglass
36.24,69.27,93.72,172.58,Pear
43.31,62.91,91.89,162.76,Hourglass
42.82,74.41,79.48,174.36,Rectangle
46.43,74.91,91.18,167.12,Inverted Triangle
44.32,65.25,93.63,165.48,Hourglass
45.28,70.71,92.37,172.11,Hourglass
45.58,76.52,83.09,167.98,Rectangle
44.34,77.67,88.94,169.36,Inverted Triangle
41.6,71.48,95.27,160.96,Pear
37.81,67.73,89.61,161.09,Pear
40.58,61.36,93.16,165.49,Hourglass
36.59,67.04,93.62,172.65,Pear
45.1,74.41,89.3,167.04,Inverted Triangle
38.21,71.36,90.83,158.31,Pear
40.16,66.35,91.72,170.87,Pear
46.69,67.16,90.48,166.43,Hourglass
38.77,73.47,94.04,160.2,Pear
44.98,63.17,95.29,158.8,Hourglass
43.77,65.72,95.8,168.23,Hourglass
39.02,66.37,95.01,164.92,Pear
45.2,76.88,83.02,166.01,Rectangle
37.72,64.7,93.08,169.69,Pear
45.74,78.23,85.8,164.98,Rectangle
46.62,75.93,86.03,157.68,Inverted Triangle
42.93,69.58,91.83,158.44,Hourglass
41.15,68.48,91.91,162.87,Hourglass
44.41,80.64,78.88,168.02,Rectangle
41.44,79.47,80.93,167.42,Rectangle
37.58,63.15,98.62,161.3,Pear
42.21,77.98,83.3,170.89,Rectangle
42.99,75.27,79.08,173.79,Rectangle
43.05,66.91,96.3,164.77,Hourglass
41.42,80.09,75.79,166.54,Rectangle
44.48,74.44,87.0,160.88,Inverted Triangle
48.48,75.66,91.23,161.83,Inverted Triangle
45.03,76.18,82.69,165.37,Rectangle
43.49,65.23,91.05,162.86,Hourglass
46.39,74.86,91.01,167.46,Inverted Triangle
42.41,77.9,81.03,164.76,Rectangle
37.5,70.95,99.12,170.89,Pear
44.41,80.22,79.68,163.25,Rectangle
42.22,73.86,89.41,169.27,Inverted Triangle
42.19,70.68,86.31,173.35,Inverted Triangle
38.8,72.01,91.47,170.7,Pear
39.84,78.33,94.86,158.77,Pear
34.63,70.39,96.31,167.2,Pear
44.15,77.45,81.53,166.4,Rectangle
37.67,68.9,94.45,171.28,Pear
46.99,73.12,89.32,168.83,Inverted Triangle
42.6,62.22,95.06,173.98,Hourglass
44.5,67.85,93.15,162.68,Hourglass
42.8,78.07,80.41,162.21,Rectangle
38.63,73.21,93.77,161.75,Pear
45.68,74.57,88.7,169.03,Inverted Triangle
47.62,79.99,87.83,168.27,Inverted Triangle
39.43,76.14,90.81,162.24,Pear
37.87,67.78,90.5,160.84,Pear
43.92,83.05,82.06,165.37,Rectangle
38.61,71.33,92.47,164.62,Pear
41.16,61.92,94.47,161.86,Hourglass
43.11,85.51,82.82,168.74,Rectangle
38.59,70.7,95.12,167.36,Pear
42.63,80.38,83.09,163.23,Rectangle
39.94,70.86,90.42,164.94,Pear
39.95,78.55,95.23,158.64,Pear
40.94,79.24,82.62,162.72,Rectangle
37.14,70.56,94.77,173.27,Pear
48.56,75.85,85.8,170.72,Inverted Triangle
43.93,74.76,89.54,168.86,Inverted Triangle
44.1,74.25,83.04,161.74,Inverted Triangle
38.35,72.01,95.16,160.49,Pear
41.95,81.94,84.73,170.51,Rectangle
35.28,68.8,96.61,162.19,Pear
35.3,66.83,90.69,166.66,Pear
37.96,70.18,94.38,159.0,Pear
47.44,73.24,85.1,173.92,Inverted Triangle
47.21,67.67,96.79,162.14,Hourglass
42.82,74.79,84.75,174.73,Rectangle
44.66,62.57,92.26,170.6,Hourglass
41.6,79.02,79.65,166.96,Rectangle
42.22,70.8,86.06,174.21,Inverted Triangle
38.61,66.53,97.01,165.91,Hourglass
37.3,77.2,93.54,165.37,Pear
43.62,77.04,89.62,163.67,Inverted Triangle
44.85,77.41,86.95,166.21,Inverted Triangle
45.73,70.34,86.25,174.91,Inverted Triangle
38.52,68.15,84.79,172.24,Pear
47.28,68.7,97.05,160.18,Hourglass
45.61,77.45,93.87,171.07,Inverted Triangle
45.3,69.16,85.25,169.88,Hourglass
44.12,66.47,93.9,163.31,Hourglass
38.15,70.95,94.24,164.14,Pear
41.36,69.89,86.32,166.92,Inverted Triangle
40.13,68.85,95.31,164.86,Pear
35.57,66.49,97.51,158.95,Pear
43.08,74.85,87.61,167.56,Inverted Triangle
40.82,78.83,82.21,168.93,Rectangle
41.0,63.97,94.3,167.21,Hourglass
43.68,81.92,83.47,165.95,Rectangle
41.06,67.85,99.07,164.87,Pear
42.74,70.36,96.24,164.56,Hourglass
42.79,72.39,85.52,167.33,Inverted Triangle
36.36,71.66,94.07,164.32,Pear
38.23,72.11,97.17,165.92,Pear
45.21,70.82,88.06,157.86,Inverted Triangle
45.55,65.52,92.65,169.41,Hourglass
46.39,74.46,88.66,160.19,Inverted Triangle
46.71,75.83,85.78,156.35,Inverted Triangle
36.11,67.73,98.27,157.82,Pear
44.43,79.24,89.09,165.79,Inverted Triangle
43.55,78.58,82.22,159.66,Rectangle
45.14,74.32,87.57,162.66,Inverted Triangle
45.21,80.61,88.39,166.75,Inverted Triangle
40.38,65.0,93.24,163.75,Hourglass
41.49,68.74,93.6,167.17,Hourglass
45.44,75.38,84.92,173.28,Inverted Triangle
38.02,76.27,92.25,162.5,Pear
40.54,80.43,81.88,165.46,Rectangle
44.35,64.84,92.86,162.07,Hourglass
40.31,82.2,79.1,165.41,Rectangle
46.42,75.08,85.35,174.19,Inverted Triangle
43.74,75.61,87.91,166.58,Inverted Triangle
44.15,66.63,93.49,161.97,Hourglass
35.55,73.93,96.83,164.47,Pear
38.01,71.32,95.71,162.52,Pear
43.33,68.74,86.91,159.85,Hourglass
37.34,76.33,92.84,162.43,Pear
40.67,77.35,85.6,167.74,Rectangle
36.93,67.54,93.1,173.23,Pear
42.3,64.92,90.46,165.31,Hourglass
45.08,79.25,87.9,169.41,Inverted Triangle
36.98,72.12,96.85,163.26,Pear
35.96,81.7,98.44,161.61,Pear
40.08,72.32,94.82,156.98,Pear
47.45,76.49,91.82,163.5,Inverted Triangle
39.36,68.59,95.98,168.89,Pear
39.4,71.64,97.69,168.22,Pear
37.83,72.41,96.33,164.17,Pear
44.91,61.68,96.61,164.69,Hourglass
42.92,68.74,92.62,158.51,Hourglass
39.77,68.74,88.43,170.78,Hourglass
47.05,74.51,86.61,167.73,Inverted Triangle
37.06,73.25,96.04,161.05,Pear
43.58,64.02,94.14,168.78,Hourglass
43.69,64.63,97.76,150.54,Hourglass
46.79,75.27,86.63,157.96,Inverted Triangle
36.75,70.77,95.52,164.88,Pear
42.72,80.06,83.93,163.44,Rectangle
41.64,68.96,94.76,163.05,Hourglass
37.84,68.57,89.56,159.87,Pear
41.12,70.2,90.92,163.71,Hourglass
43.17,78.39,80.58,160.25,Rectangle
36.98,66.07,98.83,165.76,Pear
44.21,79.09,85.25,170.69,Inverted Triangle
36.4,70.65,95.23,168.63,Pear
46.44,75.15,89.32,165.52,Inverted Triangle
42.92,80.44,85.12,164.84,Rectangle
40.82,80.48,81.79,166.91,Rectangle
43.17,85.78,82.49,175.02,Rectangle
40.2,80.23,77.39,169.53,Rectangle
44.25,66.74,91.3,163.15,Hourglass
42.98,64.35,88.89,166.96,Hourglass
37.17,69.87,94.18,160.5,Pear
41.87,83.91,82.22,168.43,Rectangle
46.17,66.31,86.63,166.25,Inverted Triangle
45.17,74.55,87.14,162.25,Inverted Triangle
43.78,65.37,94.84,163.69,Hourglass
42.04,75.45,81.62,168.76,Rectangle
43.27,70.73,96.39,179.14,Inverted Triangle
45.59,69.58,86.81,169.27,Inverted Triangle
46.85,73.25,87.66,173.04,Inverted Triangle
37.41,68.0,95.28,166.59,Pear
44.27,65.1,92.1,164.7,Hourglass
41.7,78.71,82.73,162.82,Rectangle
37.39,66.45,92.36,162.12,Pear
42.66,74.47,81.26,167.48,Rectangle
40.46,69.27,93.52,163.83,Hourglass
44.9,76.51,93.87,162.83,Inverted Triangle
45.4,70.69,86.03,173.51,Inverted Triangle
42.11,72.37,91.12,163.25,Hourglass
42.46,86.31,83.28,171.43,Rectangle
38.4,70.77,96.37,159.8,Pear
39.49,75.83,80.09,170.09,Rectangle
43.69,75.49,88.96,175.79,Inverted Triangle
40.55,77.12,83.48,164.21,Rectangle
42.27,84.69,85.27,171.09,Rectangle
45.45,66.33,89.37,165.66,Hourglass
39.61,66.95,89.52,169.3,Hourglass
44.25,74.37,92.21,171.7,Inverted Triangle
43.62,61.45,91.82,165.08,Hourglass
42.7,67.61,87.54,161.45,Hourglass
40.88,81.81,79.75,160.29,Rectangle
44.65,74.64,86.17,162.75,Inverted Triangle
38.4,68.15,96.35,164.77,Pear
37.88,67.18,95.57,161.98,Pear
46.18,76.47,88.51,162.72,Inverted Triangle
40.73,65.34,93.59,163.13,Hourglass
41.9,75.55,97.52,160.15,Pear
45.69,82.22,82.27,162.99,Rectangle
41.25,77.2,81.56,169.03,Rectangle
36.28,67.55,97.47,157.34,Pear
43.66,79.0,82.84,158.46,Rectangle
42.34,65.29,90.4,167.47,Hourglass
44.47,68.06,94.1,163.65,Hourglass
38.68,71.83,92.3,170.44,Pear
41.07,63.53,91.97,167.22,Hourglass
39.61,69.88,94.71,158.34,Pear
35.79,77.35,95.26,163.61,Pear
47.26,77.09,91.25,165.08,Inverted Triangle
41.57,82.5,84.21,162.83,Rectangle
45.42,77.12,85.61,163.7,Rectangle
42.6,81.15,78.03,159.41,Rectangle
44.39,76.38,85.46,163.52,Inverted Triangle
44.16,77.25,88.17,169.5,Inverted Triangle
40.23,64.89,92.13,164.4,Hourglass
44.55,75.94,91.5,173.33,Inverted Triangle
43.69,77.97,84.87,172.72,Inverted Triangle
43.63,76.98,88.2,166.91,Inverted Triangle
46.93,72.44,85.87,170.34,Inverted Triangle
42.52,64.48,90.13,162.95,Hourglass
42.84,71.66,95.23,170.78,Inverted Triangle
46.75,64.95,91.59,163.04,Hourglass
43.59,73.29,87.78,165.97,Inverted Triangle
38.82,65.09,90.48,159.5,Pear
40.18,72.36,91.66,165.27,Pear
42.76,69.68,86.71,168.55,Inverted Triangle
42.73,73.72,88.62,168.75,Inverted Triangle
42.24,81.48,85.4,174.04,Rectangle
36.66,72.06,96.39,167.31,Pear
43.04,64.17,88.7,166.08,Hourglass
42.53,68.01,91.25,170.09,Hourglass
42.63,74.51,85.34,174.44,Rectangle
38.45,65.99,90.51,159.11,Pear
45.26,63.01,96.33,158.67,Hourglass
45.26,67.85,93.59,164.17,Hourglass
47.08,73.57,84.7,174.7,Inverted Triangle
46.53,77.24,82.01,166.68,Rectangle
38.52,63.86,91.13,154.76,Pear
42.36,76.89,84.91,159.22,Rectangle
46.3,72.21,88.35,171.65,Inverted Triangle
41.27,68.78,93.13,166.74,Hourglass
44.03,63.79,92.84,162.02,Hourglass
43.27,74.54,92.36,170.79,Inverted Triangle
42.81,65.32,88.69,164.38,Hourglass
41.34,76.82,81.82,168.43,Rectangle
42.85,76.58,86.16,160.42,Rectangle
40.5,78.26,85.23,166.38,Inverted Triangle
36.57,67.6,95.25,166.3,Pear
45.24,76.91,82.58,161.4,Rectangle
39.61,81.37,76.55,169.45,Rectangle
41.26,65.64,95.09,162.8,Hourglass
37.61,69.83,93.17,161.09,Pear
46.02,77.78,82.83,167.39,Rectangle
40.93,76.44,84.49,159.78,Rectangle
46.51,75.4,85.61,159.7,Inverted Triangle
45.08,65.21,93.66,162.43,Hourglass
45.78,76.78,93.48,162.46,Inverted Triangle
50.05,77.55,86.52,167.24,Inverted Triangle
39.32,67.11,96.67,165.14,Pear
44.31,81.94,80.45,161.86,Rectangle
38.32,73.29,93.33,170.77,Pear
35.49,70.53,95.8,162.53,Pear
36.0,72.32,95.06,165.16,Pear
46.38,75.11,85.34,169.28,Inverted Triangle
43.9,64.09,93.26,167.19,Hourglass
42.96,77.59,77.51,171.16,Rectangle
41.58,65.12,90.03,165.86,Hourglass
39.99,72.76,91.7,165.09,Pear
48.16,76.35,92.37,160.05,Inverted Triangle
44.39,63.25,96.32,151.27,Hourglass
40.29,59.98,92.48,162.7,Hourglass
41.73,71.03,95.98,165.99,Hourglass
37.52,67.16,93.48,163.32,Pear
43.29,63.72,88.29,167.39,Hourglass
40.31,63.62,97.22,165.44,Hourglass
38.77,65.71,95.54,166.08,Pear
37.85,65.0,97.18,166.39,Hourglass
41.21,88.22,78.5,164.6,Rectangle
42.14,66.82,93.89,161.7,Hourglass
49.72,66.88,86.55,168.82,Inverted Triangle
44.61,66.61,92.56,162.34,Hourglass
34.8,72.72,96.24,163.7,Pear
46.41,79.54,80.79,177.79,Rectangle
42.15,64.73,92.89,167.99,Hourglass
42.68,85.08,83.15,160.88,Rectangle
44.94,70.61,92.93,163.24,Hourglass
40.38,80.81,83.75,163.15,Rectangle
46.13,69.44,99.93,163.24,Hourglass
38.47,67.07,93.92,164.19,Pear
40.57,62.43,94.47,166.29,Hourglass
43.94,76.67,87.46,163.9,Inverted Triangle
42.66,84.73,82.57,168.76,Rectangle
37.4,69.25,90.34,161.79,Pear
38.11,71.35,94.76,169.31,Pear
42.11,81.32,74.6,163.26,Rectangle
45.98,66.11,97.17,159.36,Hourglass
47.55,72.62,86.36,164.01,Inverted Triangle
39.04,68.24,101.94,165.32,Pear
48.81,71.84,83.5,169.55,Inverted Triangle
45.76,62.38,91.7,163.55,Hourglass
47.21,79.58,85.38,169.97,Inverted Triangle
37.18,73.77,96.87,167.87,Pear
38.89,77.67,75.9,168.92,Rectangle
41.89,63.87,93.74,164.54,Hourglass
47.37,80.38,87.9,168.35,Inverted Triangle
45.8,64.49,97.69,164.24,Hourglass
46.02,66.36,86.14,166.02,Inverted Triangle
38.18,72.66,95.61,160.8,Pear
43.78,65.15,94.0,162.51,Hourglass
